id,nama,latitude,longitude,htm_weekday,htm_weekend,deskripsi,image,image2,image3,url_maps,alamat,operating_hours,rating,kategori,url_tiket,akesibilitas,fasilitas,type,akses,dataran,weather,jeniswisata,jumlahrating,anak,lansia,descitinerary,isnight
114,Karst Tubing Sedayu,-7.8136616,110.2726903,50000,50000,"Area pusat dengan ban seluncur di aliran alami plus deretan batu karst & pepohonan, bersepeda & berkemah.",https://lh5.googleusercontent.com/p/AF1QipO-eaqPZGOyJc91hOXYzpCtDIEiiMWz1lXtjIFO=w426-h240-k-no,https://raskita.com/wp-content/uploads/2019/08/karst-tubing.jpg,https://media.suara.com/pictures/970x544/2020/07/11/45551-keseruan-saat-proses-menyusuri-sungai-rafting-dok-istimewa.jpg,https://goo.gl/maps/AcY3BQCMXKxgFQNS9,"Jl. Wates No.Km. 9, RW.5, Surobayan, Argomulyo, Kec. Sedayu, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55752",Senin-Minggu 08.00-17.00,4.2,Wisata Alam,,ramah anak-anak,,outdoor,mudah,rendah,{current_weather},rekreasi alam,1087,no,no,Menikmati susur sungai di Karst Tubing,no
115,Goa Jomblang,-8.027954344,110.6382663,500000,500000,"Goa Jomblang merupakan gua vertikal yang bertipe collapse doline. Gua ini terbentuk akibat proses geologi amblasnya tanah beserta vegetasi yang ada di atasnya ke dasar bumi yang terjadi ribuan tahun lalu. Runtuhan ini membentuk sinkhole atau sumuran yang dalam bahasa Jawa dikenal dengan istilah luweng. Saat ini Gua Jomblang merupakan tempat konservasi tumbuhan purba dan dikembangkan menjadi tempat wisata minat khusus yang mana dikelola oleh penduduk atau warga setempat. Untuk menuruni gua vertikal ini pihak pengelola sudah menyediakan perlengkapan lengkap sesuai standar keselamatan caving di gua vertikal. Sinar matahari yang menerobos masuk dari Luweng Grubug setinggi 90 meter membentuk satu tiang cahaya, menyinari flowstone yang indah serta kedalaman gua yang gelap gulita. Air yang menetes dari ketinggian turut mempercantik pemandangan. Tidak salah jika banyak orang terkagum-kagum datang ke sini ketika menyaksikan lukisan alam yang dikenal dengan istilah ""cahaya surga"". ",https://lh5.googleusercontent.com/p/AF1QipP2dbit-aMQlGVHyDZH7b_CZuw0-OaAnAF_Ogw0=w408-h240-k-no-pi-20-ya61.000004-ro-0-fo100,https://cdn2.tstatic.net/tribunnewswiki/foto/bank/images/1-Goa-Jomblang.jpg,https://asset.kompas.com/crops/u-GRpdgnwkZoMg6D8YynmyKpHgI=/0x63:1000x563/780x390/data/photo/2017/10/18/3010129401.jpg,https://goo.gl/maps/te3Zfo4NJ6pv8D5XA,"Jetis, Pacarejo, Kec. Semanu, Kabupaten Gunung Kidul, Daerah Istimewa Yogyakarta 55893",Senin-Minggu 09.00-14.00,4.6,Wisata Alam,,,,outdoor,mudah,tinggi,{current_weather},rekreasi alam,1064,no,no,Melihat keidahan Goa Jomblang,no
116,Candi Abang,-7.8103728,110.468686,0,0,"Candi Abang memiliki bentuk seperti piramida. Dinamakan “Candi Abang” karena bangunan itu terbuat dari batu bata berwarna merah. Dari jauh candi ini tampak seperti gundukan tanah atau bukit kecil karena bagian luarnya banyak ditumbuhi rerumputan. Secara sekilas, Candi Abang tampak hanya seperti gundukan tanah di atas bukit. Bukit ini bila musim hujan akan berwarna hijau sedangkan pada musim kemarau akan terlihat gersang. Bangunan candi ini akan terlihat berwarna merah jika kondisinya benar-benar kemarau dan kering. Seperti bangunan candi pada umumnya, Candi Abang dibangun di atas bukit. Selain itu, keunikan lainnya adalah candi ini dibangun dengan batu bata merah. Hal ini berbeda dengan kebanyakan candi pada umumnya yang dibangun dengan batu andesit.",https://lh5.googleusercontent.com/p/AF1QipOaxTZNk1etThp2lQgpLD7L1OfvBmmZrqh2o6AL=w408-h725-k-no,https://img.okezone.com/content/2015/03/18/340/1120371/cerita-mistis-batu-bata-merah-di-candi-abang-5Mo2idLtRb.jpg,https://www.javatravel.net/history/wp-content/uploads/2022/07/Candi-Abang.jpg,https://goo.gl/maps/ycmQjGQXxCPMkhCg9,"5FQ9+VF3, Blambangan, Jogotirto, Kec. Berbah, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55573",Senin-Minggu 07.00-18.00,4.2,Wisata Budaya & Edukasi,,universal,,outdoor,mudah,rendah,{current_weather},candi,1029,yes,yes,Mengunjungi situs Candi Abang,no
117,Gunung Ireng Srumbung,-7.8827926,110.4896548,3000,3000,"Di Gunung Ireng Srumbung Teman Brisik bisa menemukan spot fajar terbaik tanpa harus mendaki gunung berhari-hari. Dari sini, kita juga disuguhkan pemandangan bak negeri di atas awan. Barisan kabut yang menyelimuti area puncak bukit membuat kita serasa berdiri di atas awan. Tempat ini sangat fotogenik dan tempat yang nyaman buat refreshing. Mulai dari spot rumah kecil, gazebo sampai gardu pandang membuat Teman Brisik dengan leluasa memotret momen matahari terbit dari berbagai spot yang telah disediakan. ",https://lh5.googleusercontent.com/p/AF1QipNS080hYDrJ7Ff_6-gn0SE4-U02XK4oplXhuekb=w425-h240-k-no,https://asset.kompas.com/crops/uqK_rnLYmO9fVURFIuPq8F-c-tc=/0x0:780x520/780x390/data/photo/2019/06/10/1407538538.jpg,https://visitingjogja.jogjaprov.go.id/web/wp-content/uploads/2020/03/267.jpg,https://goo.gl/maps/zMuUQGSJDPJ1yKK27,"Ngrancahan, Pengkok, Kec. Patuk, Kabupaten Gunung Kidul, Daerah Istimewa Yogyakarta 55862",Buka 24 Jam,4.5,Wisata Alam,,,,outdoor,susah,tinggi,{current_weather},pegunungan,1028,no,no,Mengunjungi keindaha Gunung Ireng,yes
118,Pesona Pengklik Pantai Samas,-8.003873302,110.2703756,10000,10000,"Pantai Samas merupakan salah satu pantai yang berada di deretan pantai sebelah timur Pantai Parangtritis. Lokasi Pantai Samas kurang lebih 14 km arah selatan Kota Bantul atau sekitar 35 km dari pusat Kota Yogyakarta, tepatnya di Desa Srigading, Kecamatan Sanden, Kabupaten Bantul, Yogyakarta. Pantai Samas terkenal dengan deburan ombaknya yang menggulung, angin lautnya yang kencang dan sebagai tempat persinggahan penyu-penyu langka seperti penyu sisik dan penyu hijau untuk bertelur. Selain itu, kawasan Pantai Samas juga memiliki delta-delta sungai dan danau air tawar yang membentuk telaga. Akan tetapi Pantai Samas memiliki bibir pantai ang agak curam sehingga berbahaya dan tidak disarankan untuk mandi di pantai.",https://lh5.googleusercontent.com/p/AF1QipNKqgXBweq0xdGWJ5JqR5aJ1oWdRby3lNSVxCI5=w408-h306-k-no,https://jelajah-api.bantulkab.go.id/files/content/20a389a8be21e06431d7d590b44619f5.jpg,https://media-cdn.tripadvisor.com/media/photo-s/0a/62/8b/ae/pesona-pengklik-pantai.jpg,https://goo.gl/maps/pviWJjqW3n1i9oCA6,"Sogo Sanden, Srigading, Kec. Sanden, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55763",Buka 24 Jam,4,Wisata Alam,,universal,,outdoor,mudah,rendah,{current_weather},pantai,987,no,no,Menikmati pesona pengklik di Pantai Samas,yes
119,Pantai Siung,-8.1818233,110.6832394,10000,10000,"Pantai Siung berlokasi di Gunung Kidul, Yogyakarta. Pantai ini  spesial karena lanskapnya yang dikelilingi oleh tebing-tebing tinggi. Karena keunikan itulah, pemerintah Jogja meresmikan Pantai Siung sebagai lokasi panjat tebing. Selama di Pantai Siung, kamu akan melihat banyak batu karang raksasa tersebar di sebelah barat dan timur pantai. Selain menjadi ciri khas Pantai Siung, keberadaan batu karang ternyata membawa makna bagi asal-usul nama pantai ini. Sebagai rangkuman, di pantai ini kalian dapat melakukan aktivitas panjat tebing, hammocking, berkemah, dan jalan-jalan di bukit pengilon.",https://lh5.googleusercontent.com/p/AF1QipN5liXDhSUeCpeuvLV1fkgAxcrjmlZ6eNsj0Jc0=w408-h306-k-no,https://pantainesia.com/wp-content/uploads/2018/04/Pasir-Putih-Pantai-Siung.jpg,https://mytrip123.com/wp-content/uploads/2019/05/pantai-siung-2.jpg,https://goo.gl/maps/mQn4m5u3JHhPRydB7,"Duwet, Purwodadi, Kec. Tepus, Kabupaten Gunung Kidul, Daerah Istimewa Yogyakarta",Buka 24 Jam,4.6,Wisata Alam,,universal,,outdoor,susah,tinggi,{current_weather},pantai,1000,yes,no,Menikmati keindahan Pantai Siung,yes
120,Candi Sari,-7.7615576,110.4742751,2000,2000,"Candi Sari juga disebut Candi Bendah adalah candi Buddha yang berada tidak jauh dari Candi Sambi Sari, Candi Kalasan dan Candi Prambanan, yaitu di bagian sebelah timur laut dari kota Yogyakarta, dan tidak begitu jauh dari Bandara Adisucipto. Candi ini dibangun pada sekitar abad ke-8 dan ke-9 pada saat zaman Kerajaan Mataram Kuno dengan bentuk yang sangat indah. Pada bagian atas candi ini terdapat 9 buah stupa seperti yang tampak pada stupa di Candi Borobudur, dan tersusun dalam 3 deretan sejajar. Bentuk bangunan candi serta ukiran relief yang ada pada dinding candi sangat mirip dengan relief di Candi Plaosan. Beberapa ruangan bertingkat dua berada persis di bawah masing-masing stupa, dan diperkirakan dipakai untuk tempat meditasi bagi para pendeta Buddha (biksu) pada zaman dahulunya. Candi Sari pada masa lampau merupakan suatu Vihara Buddha, dan dipakai sebagai tempat belajar dan berguru bagi para biksu. Selain untuk wisata Budaya dan Sejarah, pengunjung juga dapat bersepeda. Bersepeda di candi ini tidak akan memakan banyak waktu dikarenakan candi yang berukuran kecil. Selain di sekitar candi, para pengunjung juga dapat bersepeda menyusuri candi-candi lainnya yang lokasinya berdekatan. Para pengunjung dapat bercengkarama dengan penduduk sekitar candi untuk memperkaya cerita dan budaya dengan dalam dari Candi Sari ini sendiri.",https://lh3.googleusercontent.com/gps-proxy/AF-Tc0QewSxh953osaMsrWMiENTDF2VdxVukSkWdO0e5CruLm75o83C0o_yuqRTDXl7pBJ8ArGkJWBFzOCNVxTc9atYveyb5sgHoFWdpaRp8LudBa_skjI0wJLqPykZULPLFMquSV64-_30vpuwh6oH8S_lkbD2nojiu8VRLMVnDtbc1iXYcKcxb66yiUQ=w408-h270-k-no,https://www.rentalmobiljogja.co.id/wp-content/uploads/2021/03/Candi-Sari-di-Jogja-e1616375838998.jpg,https://www.maioloo.com/wp-content/uploads/2016/05/Candi-Sari.jpg,https://goo.gl/maps/A9n8oBRBJcoUndj7A,"Jl. Candisari Jl. Raya Solo - Yogyakarta No.107, Bendan, Tirtomartani, Kec. Kalasan, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55571",Senin-Minggu 08.00-15.00,4.5,Wisata Budaya & Edukasi,,universal,,outdoor,mudah,rendah,{current_weather},candi,1000,yes,yes,Mengunjungi situs Candi Sari,no
121,Desa Wisata Pentingsari,-7.6430482,110.4296004,5000,5000,"Desa Wisata Pentingsari terletak di lereng Gunung Merapi, sekitar 22,5 kilometer dari pusat Kota Yogyakarta. Desa ini dikenal di mancanegara sebagai salah satu desa wisata dengan segudang penghargaan. Dusun Pentingsari berbentuk seperti semenanjung dimana sebelah barat terdapat lembah yang sangat curam yaitu kali Kuning dan sebelah selatan terdapat lebah yang berupak Goa Ledok / Ponteng dan Gondoran sebelah timur terdapat lembah yang curam yaitu Kali Pawon dan sebelah utara merupakan dataran yang dapat berhubungan langsung dengan tanah di sekeliling kelurahan Umbulharjo sampai ke pelataran gunung Merapi. Dusun Pentingsari terdiri dari dua dusun yaitu Bonorejo dan Pentingsari. Ada beberapa program wisata desa, seperti live in, kemah, trekking, atau outbound yang bisa dinikmati. Untuk kegiatan wisata budaya, wisatawan bisa mengikuti kegiatan, seperti belajar gamelan, menari, membatik, membuat wayang rumput, dan membuat janur.",https://lh5.googleusercontent.com/p/AF1QipMNJ-mILrfsiAF7aZs9HiofUKsmLWPRGDzCeady=w408-h306-k-no,https://alodiatour.com/wp-content/uploads/2019/01/lokasi-desa-wisata-pentingsari.jpg,https://asset.kompas.com/crops/Xc-FfMvnbqBVlWdbKAMaoTRQ5Zs=/101x0:1181x720/750x500/data/photo/2019/10/29/5db7d53e81a0e.jpeg,https://goo.gl/maps/uxt5s8XzUrizdPBy7,"Pentingsari, Umbulharjo, Kec. Cangkringan, Kabupaten Sleman, Daerah Istimewa Yogyakarta",Buka 24 Jam,4.4,Wisata Budaya & Edukasi,,universal,,indoor,mudah,tinggi,{current_weather},desa wisata,855,yes,yes,Mengunjungi desa wisata yang ada di dekat merapi,yes
122,Desa Wisata Gamplong,-7.8055232,110.2374676,1000,1000,"Berada di Kabupaten Sleman, tepatnya 16 kilometer dari titik nol Yogyakarta. Tempat wisata yang sering dijuluki mini Hollywood ini menawarkan berbagai desain bangunan unik. Sangat cocok bagi wisatawan yang menyukai fotografi.",https://lh5.googleusercontent.com/p/AF1QipNLtLLBVjNaUS-Rg0nFEJjCgcldwla6ZAqqm7tH=w408-h306-k-no,https://ik.imagekit.io/tvlk/blog/2020/03/Desa-Wisata-Gamplong-Tribunnews.jpg,https://asset.kompas.com/crops/uBUkyi9cqqJZfHjRhj6DKnYllE4=/0x0:1800x1200/750x500/data/photo/2022/09/18/6326c4ee627d0.jpg,https://goo.gl/maps/HNHTyTrU3LGbHw2h7,"Gamplong Moyudan, Dukuh, Sumberrahayu, Kec. Moyudan, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55563",Senin-Minggu 07.00-17.00,4.4,Wisata Budaya & Edukasi,,universal,,outdoor,mudah,rendah,{current_weather},desa wisata,841,yes,yes,Mengunjungi desa wisata dengan properti film yang menarik,no
123,Museum Perjuangan,-7.8164905,110.3718611,5000,5000,"Museum Perjuangan memiliki tempat utama yang berisi peninggalan Budaya dan Sejarah. Ruangan yang pertama di taat secara rapi di luar gedung. Disana menyajikan patung kepala pahlawan nasional, relief yang menjelaskan dan bercerita bagaimana lahirnya Boedi Utomo, masa penjajahan Jepang, dan partai Sarekat Islam. Selain itu juga membahas PD dua, Kongres Pemuda kesatu, masa pindahnya Ibukota negara ke Jogja, Peristiwa 1 Maret 1949, dan pertempuran puputan di Bali.",https://lh5.googleusercontent.com/p/AF1QipMROfe0d5ADuQj0rwrcQbm8Cog-AuaIEL8wEh8R=w408-h306-k-no,https://s3.ap-southeast-1.amazonaws.com/cdn.orbit/wp-content/uploads/2021/12/04091746/covpi-2.jpg,https://raskita.com/wp-content/uploads/2019/09/Museum-Perjuangan.jpg,https://goo.gl/maps/GYzj7w2b3oNfWpgB7,"Jl. Kolonel Sugiyono No.24, Brontokusuman, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55153",Senin-Jumat 07.30-16.00,4.5,Wisata Budaya & Edukasi,,universal,,indoor,mudah,rendah,{current_weather},museum sejarah,836,yes,yes,Mempelajari sejarah perjuangan indonesia di Museum Perjuangan,no
124,Geoforest Watu Payung Turunan,-7.972955236,110.4362646,5000,5000,"Nama Watu Payung merujuk kepada sebuah batu yang bentuknya mirip dengan bentuk payung. Kata Watu dalam bahasa jawa berarti Batu. Sedangkan kata Payung, yang bermakna Payung. Keberadaan batu yang menyerupai payung tersebut di kawasan hutan konsevasi, menjadikan sebuah kunjungan wisata alam yang sangat menyenangkan. Suasana yang teduh, nuansa alam, udara yang sejuk, bernilai edukatif, adalah daya tarik dari Watu Payung Turunan.",https://lh5.googleusercontent.com/p/AF1QipM6kUeFCWTiTkx3d6Yd95dRFxS23WvDb0KNFo3t=w427-h240-k-no,https://asset.kompas.com/crops/bI9OLQgH_WhJWL9g4rGbKz0cWyg=/0x0:780x520/750x500/data/photo/2019/05/21/1013057198.jpg,https://asset.kompas.com/crop/0x0:780x520/750x500/data/photo/2019/05/21/658316378.jpg,https://goo.gl/maps/H73t84Qde5gY2H6W6,"Turunan, Girisuko, Kec. Panggang, Kabupaten Gunung Kidul, Daerah Istimewa Yogyakarta 55872",Senin-Minggu 05.00-18.00,4.5,Wisata Alam,,,,outdoor,susah,tinggi,{current_weather},pegunungan,796,no,no,Menikmati alam Jogja di Geoforest Watu Payung,no
125,Museum Ullen Sentalu,-7.5978656,110.420821,100000,100000,"Artefak terkait seni & budaya Jawa, dengan tur berpemandu, restoran & taman yang rimbun.",https://lh5.googleusercontent.com/p/AF1QipMlxXYDujauwW77F-eZK83RNbtSMdtmWeqB-pdB=w408-h272-k-no,https://asset.kompas.com/crops/uQCZkTCMYFByNEKzjHYIexOs0o4=/0x0:1011x674/780x390/data/photo/2021/10/10/6162975c12275.jpg,https://cdn2.tstatic.net/travel/foto/bank/images/spot-di-museum-ullen-sentalu.jpg,https://goo.gl/maps/LAFZCYAuYcejaQ4s7,"Jl. Boyong No.KM 25, Kaliurang, Hargobinangun, Kec. Pakem, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55582",Selasa-Minggu 08.00-15.00,4.7,Wisata Budaya & Edukasi,http://ullensentalu.com/berkunjung.html,"ramah lansia, dan anak-anak",,indoor,mudah,tinggi,{current_weather},museum kesenian,9241,yes,yes,Mempelajari seni dan budaya di Museum Ullen Sentalu,no
126,Omah Petroek,-7.6219947,110.4153359,0,0,"Objek wisata Omah Petruk merupakan objek wisata yang cukup menarik karena mengusung tema seperti sebuah museum. Disebut sebagai omah petruk dikarenakan aka nada banyak patung menarik dan lucu di sebuah bangunan rumah yang di desain sedemikian rupa. Omah Petruk ini menjadi tempat yang sangat menyenangkan untuk dikunjungi sendiri, dengan keluarga atau berombongan. ",https://lh5.googleusercontent.com/p/AF1QipNKS2PSXLNnMjJNzhwAYPnGTQexA5_jd_Kb6ajW=w408-h306-k-no,https://jatimplus.id/wp-content/uploads/2022/04/Rumah-Budaya-Omah-Petruk.jpg,https://telusuri.id/wp-content/uploads/2022/08/Klenteng-Kecil-di-Omah-Petroek-1024x682.jpg,https://goo.gl/maps/SwC65PqLRtAqEkfq6,"Pakem, Wonorejo, Hargobinangun, Sleman, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55582",Senin-Minggu 09.00-18.00,4.6,Wisata Budaya & Edukasi,,universal,,indoor,mudah,tinggi,{current_weather},museum kesenian,764,yes,yes,Mengunjungi rumah budaya Omah Petroek,no
127,Pantai Jogan,-8.180135,110.6763715,10000,10000,Destinasi tepi laut dengan tempat observasi di samping air terjun yang mengalir ke pantai berbatu.,https://lh5.googleusercontent.com/p/AF1QipM5q1nnFzsI31uN5jDZ_1l87Le1wS5I4FvHXCPd=w408-h248-k-no,https://visitingjogja.jogjaprov.go.id/web/wp-content/uploads/2020/04/703.jpg,https://www.datawisata.com/wp-content/uploads/2020/03/udarider_id-1024x768.jpg,https://goo.gl/maps/zrejEAdFQuwLGFn97,"Jl. Pantai Siung, Pantai, Purwodadi, Kec. Tepus, Kabupaten Gunung Kidul, Daerah Istimewa Yogyakarta 55881",Buka 24 Jam,4.3,Wisata Alam,,,,outdoor,susah,tinggi,{current_weather},pantai,758,yes,no,Menikmati keindahan pantai Jogan,yes
128,Museum Merapi,-7.6159272,110.421758,5000,5000,Museum dengan pameran yang didedikasikan untuk Gunung Merapi & gunung berapi Indonesia & internasional lain.,https://lh5.googleusercontent.com/p/AF1QipOLT-GldzqnZMjNDpmDZ7JySKPUNIKvqfGa0R7S=w426-h240-k-no,https://alodiatour.com/wp-content/uploads/2018/11/museum-1.jpg,https://koran-jakarta.com/images/article/php2_il_3_resized.jpg,https://goo.gl/maps/9a5w8RPSEbVAhpNz7,"9CMC+7RJ, Jl. Kaliurang No.Km, Banteng, Hargobinangun, Pakem, Sleman Regency, Special Region of Yogyakarta 55582",Senin-Minggu 08.00-17.00,4.5,Wisata Budaya & Edukasi,,universal,,indoor,mudah,tinggi,{current_weather},museum sejarah,8376,yes,yes,Mengunjungi peninggalan peristiwa erupsi merapi di Museum Merapi,no
129,Monumen Perjuangan TNI AU,-7.8407981,110.3764617,0,0,Monumen dengan replika bagian pesawat yang ditembak jatuh tahun 1947 & makam 2 pahlawan nasional.,https://lh5.googleusercontent.com/p/AF1QipMlwj_EhJgdkNVyi3y3Oont-HBHOZxIypfM-gv6=w408-h306-k-no,https://jelajah-api.bantulkab.go.id/files/content/554783c8b5ac2b75a65dc5ff1c302703.jpg,https://i0.wp.com/lensanasrul.com/wp-content/uploads/2017/03/DSC_7363.jpg?fit=1024%2C681&ssl=1,https://goo.gl/maps/qNcoqSFggChuCp3Z9,"595G+PM5 Ps. Bantul, Jl. Imogiri Barat, Ngoto, Bangunharjo, Kec. Sewon, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55188",Buka 24 Jam,4.5,Wisata Budaya & Edukasi,,universal,,outdoor,mudah,rendah,{current_weather},budaya&sejarah,748,yes,yes,Mengunjungi monumen bersejarah TNI Angkatan Udara,yes
130,Jogja Exotarium,-7.728816,110.358356,25000,25000,"Di Mini Zoo Jogja Exotarium pengunjung dapat menyaksikan aneka satwa seperti reptil, hewan nocturnal, kelinci. Pengunjung dapat pula melakukan aktivitas seperti memancing, belajar berkuda atau memanah. Selain itu terdapat pula berbagai spot selfie, playground anak atau outbound. .Kehadiran Mini Zoo Jogja Exotarium yang dikemas sebagai taman wisata edukasi diharapkan menjadi wahana pengetahuan tentang satwa atau binatang.",https://lh5.googleusercontent.com/p/AF1QipNTdmKUtvU1eFYFntCToHdaJQpqIdJzoDcX18q3=w480-h240-k-no,https://visitingjogja.jogjaprov.go.id/web/wp-content/uploads/2021/04/83812111_620350338732426_1566023153756427316_n.jpg,https://www.anekawisata.com/wp-content/uploads/2022/10/Jogja-Exotarium-Mini-Zoo.jpg,https://goo.gl/maps/jbqYdzatjcNifSKd8,"Jl. Kabupaten No.99 Duwet, Duwet, Sendangadi, Kec. Mlati, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55285",Senin-Minggu 08.00-17.00,4.4,Wisata Buatan,https://www.jogjaexotarium.com/price,universal,,outdoor,mudah,rendah,{current_weather},rekreasi,746,yes,yes,Mengunjungi kebun binatang mini di Exotarium,no
131,Museum Kereta Karaton,-7.8054476,110.3627375,5000,5000,"Indonesia memang sudah merdeka sejak lama. Tetapi, kerajaan-kerajaan di negeri ini masih tetap berdiri dan menghadirkan sebuah cerita yang menarik. Cerita-cerita ini bisa dijadikan sebuah objek pariwisata yang menarik untuk dikunjungi dengan kisah-kisah heroik masa lalu. Keraton Yogyakarta adalah salah satunya. Dimana, banyak sekali peninggalan dan sejarah keraton dalam merebut kemerdekaan Republik Indonesia. Selain itu, banyak pula peninggalan-penginggalan yang bisa disimak untuk diteliti dan juga di pelajari. Seperti Museum Kereta Kencana yang berada di kompleks keraton Yogyakarta.",https://lh5.googleusercontent.com/p/AF1QipMLSWQLMZaV8KFt4DCsh126okOHdrRvpPgSQFEv=w408-h306-k-no,https://picture.triptrus.com/image/2014/06/museum-kereta-kraton-1.jpeg,https://www.rentalmobiljogja.co.id/wp-content/uploads/2021/07/Museum-Kereta-Keraton-di-Jogja.jpg,https://goo.gl/maps/VmVtYFg5yCHtkDFN6,"59V7+R3H, Jl. Rotowijayan, Kadipaten, Kecamatan Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55132",Senin-Minggu 08.00-16.00,4.7,Wisata Budaya & Edukasi,,universal,,indoor,mudah,rendah,{current_weather},museum sejarah,735,yes,yes,Mempelajari sejarah dan budaya keraton di Museum Kereta Keraton,no
